crop,year,season,rainfall_mm,temperature,humidity,nitrogen,phosphorus,potassium,ph,area_hectares,irrigation,fertilizer_used,yield_tons_per_hectare
Rice,2019,Kharif,1021.9,28.1,77.2,174.2,51.6,230.8,6.45,84.12,0,1,4.32
Rice,2023,Kharif,1234.7,27.9,84.3,137.1,46.8,259.4,6.21,213.97,0,1,3.51
Cotton,2016,Kharif,932.2,26.0,60.2,212.2,53.6,169.6,7.51,44.52,1,1,2.8
Soybean,2023,Kharif,658.4,27.0,61.0,86.9,60.3,212.8,7.3,145.61,1,1,3.64
Rice,2020,Kharif,1139.2,33.1,85.0,213.6,48.0,201.2,6.67,224.33,1,1,5.09
Rice,2020,Kharif,1273.1,30.6,82.3,254.3,38.4,277.7,7.21,129.3,1,1,6.62
Wheat,2018,Rabi,577.5,22.7,56.3,236.3,27.8,231.7,7.47,423.75,1,1,4.07
Soybean,2019,Kharif,638.7,26.9,67.2,116.5,55.7,199.4,6.78,403.09,1,1,4.1
Soybean,2024,Kharif,710.9,26.7,74.9,127.7,50.9,179.6,6.35,327.08,1,0,3.11
Wheat,2021,Rabi,567.9,23.9,50.1,261.2,62.2,170.3,7.15,255.44,1,1,4.62
Wheat,2018,Rabi,595.5,21.0,55.2,165.7,47.9,226.3,7.22,96.5,1,0,3.17
Sugarcane,2015,Summer,972.0,32.4,80.4,286.2,48.6,315.7,6.4,466.81,1,1,79.41
Soybean,2020,Kharif,644.2,26.0,55.2,111.9,64.6,144.3,6.48,147.86,0,0,1.95
Wheat,2021,Rabi,552.5,22.7,50.1,167.6,50.9,264.9,7.63,199.19,0,1,3.46
Rice,2017,Kharif,1157.9,33.2,76.1,187.6,46.3,280.6,7.07,411.83,0,0,2.79
Cotton,2024,Kharif,811.5,28.3,68.7,181.0,47.3,224.9,7.0,44.35,0,1,2.41
Soybean,2024,Kharif,797.0,23.8,67.5,129.1,35.9,294.3,6.49,6.15,0,0,2.63
Wheat,2015,Rabi,536.3,20.5,65.9,210.1,49.9,171.4,7.1,27.87,1,0,2.83
Maize,2024,Kharif,858.7,25.6,63.0,234.9,46.3,247.2,7.1,292.36,0,0,5.03
Soybean,2021,Kharif,794.3,27.9,68.1,124.1,54.8,200.7,6.06,383.03,0,0,2.51
Cotton,2020,Kharif,874.8,28.1,53.4,149.2,36.8,325.0,7.05,100.88,1,0,2.59
Rice,2020,Kharif,1257.0,28.1,90.0,169.3,46.7,263.8,6.72,454.33,0,1,3.48
Cotton,2024,Kharif,922.3,30.2,61.2,136.7,40.9,303.0,6.9,342.54,0,0,2.13
Sugarcane,2016,Summer,1164.0,33.7,80.3,256.5,65.5,337.2,7.23,323.03,1,1,83.66
Soybean,2022,Kharif,749.1,23.2,69.3,100.7,43.7,185.7,7.06,162.93,0,1,2.46
Cotton,2024,Kharif,747.5,25.3,50.8,158.3,46.5,231.6,6.08,194.98,0,0,1.64
Soybean,2023,Kharif,755.4,31.3,72.2,95.4,47.5,193.1,6.48,44.2,0,1,2.21
Soybean,2020,Kharif,712.7,25.0,75.8,82.9,49.2,230.9,7.26,210.8,1,1,2.61
Maize,2024,Kharif,597.0,30.0,70.4,199.8,44.1,145.4,7.28,206.18,1,0,3.47
Wheat,2019,Rabi,518.4,19.9,60.6,156.6,70.7,162.0,7.36,59.7,0,0,2.37
Soybean,2018,Kharif,731.9,29.7,71.6,96.2,56.0,129.7,6.27,232.92,0,0,1.58
Turmeric,2022,Kharif,981.6,29.3,78.4,178.0,37.6,211.9,6.08,153.73,0,1,7.94
Rice,2015,Kharif,1353.2,30.1,73.9,212.8,41.4,228.9,6.31,459.4,1,1,4.36
Wheat,2016,Rabi,539.5,29.2,60.9,213.1,53.9,182.4,7.75,410.14,0,1,1.99
Soybean,2023,Kharif,733.2,27.1,75.9,121.0,38.8,184.2,7.04,469.77,1,1,2.85
Wheat,2021,Rabi,499.0,20.4,58.2,183.4,60.9,286.0,7.38,147.71,1,0,3.69
Sugarcane,2018,Summer,1031.6,32.3,79.3,201.7,53.5,292.3,6.52,239.8,0,1,65.67
Sugarcane,2023,Summer,902.9,32.2,84.2,235.8,58.9,380.4,6.46,396.52,0,1,78.9
Cotton,2018,Kharif,791.1,27.2,62.5,217.4,28.5,201.7,6.57,231.4,0,0,1.97
Cotton,2022,Kharif,792.4,29.2,49.9,255.3,27.4,276.1,7.46,61.91,1,1,2.48
Sugarcane,2021,Summer,1101.3,31.7,83.9,233.5,40.1,234.2,7.2,154.3,0,0,49.98
Turmeric,2017,Kharif,860.6,29.0,70.6,162.6,52.5,229.6,6.65,448.74,1,1,9.96
Wheat,2023,Rabi,637.2,21.8,47.8,219.0,60.9,223.5,6.47,165.43,1,1,3.74
Wheat,2022,Rabi,663.0,26.0,43.4,262.9,49.8,222.7,6.8,312.55,0,0,2.44
Cotton,2017,Kharif,824.1,27.9,58.4,160.8,37.5,316.5,6.81,345.08,0,0,2.24
Rice,2015,Kharif,1064.8,28.0,83.5,216.1,40.1,296.1,6.43,450.66,0,0,3.33
Cotton,2024,Kharif,681.5,27.9,60.9,101.4,39.4,240.7,6.7,212.97,1,1,2.45
Wheat,2015,Rabi,581.0,21.2,46.4,226.7,51.2,151.9,6.69,395.56,1,1,3.18
Rice,2020,Kharif,1103.0,29.7,73.9,170.6,53.1,266.3,7.05,249.7,1,0,3.84
Maize,2020,Kharif,733.9,25.1,84.0,175.2,48.8,240.3,6.49,434.51,1,0,3.99
Cotton,2017,Kharif,753.0,26.9,59.3,116.1,40.9,269.8,6.67,275.31,0,0,1.49
Cotton,2020,Kharif,884.3,29.7,58.9,209.5,33.8,235.9,6.52,292.9,0,1,2.42
Wheat,2021,Rabi,488.9,18.0,56.1,190.7,57.3,161.8,7.79,416.27,1,1,2.96
Cotton,2020,Kharif,843.5,25.7,60.6,137.3,40.3,247.4,6.57,138.13,1,1,2.63
Cotton,2017,Kharif,730.4,26.4,61.1,175.7,36.9,270.7,7.16,255.59,1,1,2.74
Soybean,2016,Kharif,722.5,24.8,59.7,130.6,54.7,194.3,6.56,210.3,1,0,2.73
Rice,2019,Kharif,1090.6,29.2,87.5,205.6,35.7,252.1,6.91,124.5,0,1,3.85
Cotton,2021,Kharif,881.3,27.5,58.6,157.3,33.8,183.8,7.64,455.81,0,1,1.81
Cotton,2016,Kharif,1015.0,29.3,60.6,150.0,46.6,212.5,6.83,73.85,1,1,2.33
Rice,2021,Kharif,1460.2,25.0,70.7,215.2,41.2,235.5,6.69,432.79,0,1,2.98
Cotton,2017,Kharif,837.4,28.7,59.1,160.2,45.2,254.3,7.25,220.8,1,1,3.0
Rice,2018,Kharif,1134.8,30.8,73.8,174.0,35.2,270.8,6.61,207.25,0,0,3.53
Cotton,2021,Kharif,940.4,27.8,67.5,193.6,40.0,243.7,7.58,499.35,1,1,2.45
Rice,2024,Kharif,1331.5,27.9,78.1,199.3,46.5,266.5,6.49,457.75,0,0,3.93
Soybean,2017,Kharif,703.5,27.5,70.4,109.9,41.7,156.7,6.74,23.05,0,1,2.18
Cotton,2019,Kharif,788.2,29.5,63.6,213.1,32.8,265.1,6.84,422.8,0,1,2.45
Soybean,2016,Kharif,778.5,25.0,72.9,156.7,48.5,172.4,6.95,102.04,0,1,2.86
Sugarcane,2023,Summer,1259.3,30.4,82.4,300.0,58.9,347.6,7.28,388.36,1,0,75.71
Cotton,2022,Kharif,781.3,27.8,65.6,146.0,40.6,227.7,6.71,385.42,0,1,1.83
Turmeric,2020,Kharif,1097.5,26.5,78.9,195.8,45.1,253.6,6.6,79.26,0,1,8.12
Cotton,2016,Kharif,757.9,28.7,47.1,170.3,32.2,175.5,7.34,480.19,1,1,1.78
Rice,2024,Kharif,1401.3,31.3,84.2,162.6,42.6,248.5,6.46,379.54,1,1,4.98
Maize,2022,Kharif,614.8,25.1,56.3,190.3,39.3,260.3,6.65,411.13,0,1,4.45
Sugarcane,2018,Summer,1157.9,36.3,75.7,232.8,60.0,299.3,6.8,210.91,0,1,56.91
Wheat,2018,Rabi,671.9,24.5,48.9,172.2,39.1,186.1,7.64,53.39,1,1,2.99
Cotton,2018,Kharif,867.6,26.2,44.5,220.9,36.3,203.4,6.88,290.56,1,1,2.18
Cotton,2024,Kharif,866.2,29.1,49.0,203.2,52.4,220.2,7.41,127.08,0,1,2.18
Wheat,2019,Rabi,515.4,18.0,52.7,212.0,59.1,189.4,7.72,98.21,0,1,3.0
Soybean,2016,Kharif,799.1,27.7,74.7,149.6,46.2,188.2,7.44,167.15,0,0,2.19
Soybean,2016,Kharif,770.3,24.6,56.1,142.8,50.5,100.0,7.71,271.03,0,1,1.63
Wheat,2022,Rabi,457.5,30.0,52.0,213.7,47.4,233.9,7.32,36.04,0,1,2.34
Maize,2020,Kharif,844.7,29.5,55.0,188.9,64.0,215.4,6.96,85.88,0,0,3.89
Soybean,2023,Kharif,773.4,25.5,67.8,159.8,40.0,185.2,7.06,215.47,1,0,3.37
Soybean,2016,Kharif,675.7,25.2,61.0,104.8,49.0,179.1,6.42,380.96,0,1,2.22
Soybean,2020,Kharif,678.6,26.4,64.2,149.6,69.7,216.1,6.64,413.91,1,1,4.44
Cotton,2017,Kharif,801.1,27.9,71.5,212.2,39.4,226.8,6.88,378.9,1,1,2.76
Cotton,2019,Kharif,853.6,24.3,62.5,135.0,38.8,222.0,6.67,26.26,1,1,1.98
Cotton,2018,Kharif,832.9,27.4,46.7,208.0,53.3,228.9,6.56,227.13,1,1,2.76
Wheat,2021,Rabi,573.7,20.9,57.3,189.6,49.9,164.6,5.93,382.07,1,1,3.17
Rice,2018,Kharif,1201.0,31.3,80.1,139.8,43.4,235.6,7.01,158.39,0,1,3.46
Soybean,2024,Kharif,736.9,24.6,59.5,107.8,31.1,170.9,6.43,390.51,1,1,2.54
Rice,2018,Kharif,1053.3,29.4,84.1,219.4,52.1,238.7,6.43,386.17,1,1,5.72
Rice,2020,Kharif,1283.2,31.0,67.5,285.3,49.1,226.9,6.49,213.64,1,1,5.86
Cotton,2024,Kharif,846.7,28.5,61.6,168.1,42.2,199.0,7.04,376.11,1,1,2.94
Wheat,2018,Rabi,643.8,22.3,63.7,245.6,55.6,177.0,6.33,173.46,0,1,2.87
Cotton,2022,Kharif,817.6,30.4,64.0,183.3,44.5,241.6,7.3,325.23,0,1,1.92
Sugarcane,2021,Summer,968.5,30.4,81.5,293.3,61.7,284.8,6.06,105.57,1,1,88.66
Sugarcane,2015,Summer,966.8,29.5,87.5,260.4,52.1,350.8,6.76,167.02,1,1,87.55
Sugarcane,2016,Summer,1111.9,30.0,78.0,168.5,66.4,306.0,6.76,152.72,1,0,73.67
Wheat,2020,Rabi,615.2,23.0,52.7,199.0,55.5,167.2,7.02,321.71,0,0,3.01
Wheat,2023,Rabi,452.5,22.0,58.8,213.6,56.4,218.3,7.17,297.37,1,1,4.16
Cotton,2017,Kharif,762.8,22.9,54.9,156.2,38.2,222.8,7.36,496.48,1,0,1.66
Sugarcane,2023,Summer,1123.9,33.9,88.4,227.7,51.8,311.4,6.34,30.45,0,1,69.41
Wheat,2022,Rabi,516.2,26.5,46.5,211.3,61.7,197.5,7.42,52.54,1,1,3.18
Cotton,2017,Kharif,868.3,29.1,62.5,200.3,44.5,174.3,6.65,176.67,0,1,2.2
Maize,2017,Kharif,711.4,28.9,54.5,143.5,48.2,235.9,6.92,269.11,0,1,3.75
Cotton,2019,Kharif,927.9,23.0,66.2,199.3,45.8,275.6,7.29,360.35,0,1,2.32
Maize,2017,Kharif,748.2,24.3,60.9,233.0,44.7,258.5,7.77,266.24,0,1,4.52
Wheat,2023,Rabi,557.5,22.4,46.2,216.0,53.3,156.0,7.44,449.58,1,0,2.96
Wheat,2021,Rabi,534.8,26.2,64.1,177.9,37.4,152.3,7.22,216.24,0,1,2.22
Soybean,2019,Kharif,665.3,26.9,69.7,127.9,54.9,136.8,7.3,206.49,1,1,3.21
Wheat,2022,Rabi,504.0,24.8,57.8,204.8,61.0,283.3,7.61,438.23,1,1,3.85
Rice,2022,Kharif,1337.9,27.6,84.8,248.5,46.3,194.1,6.12,423.12,0,0,3.26
Cotton,2024,Kharif,853.8,26.4,69.9,150.5,22.0,225.1,6.32,70.07,0,0,1.32
Soybean,2021,Kharif,810.3,27.3,68.5,165.8,55.8,262.3,7.14,374.84,1,1,5.1
Soybean,2017,Kharif,764.9,28.2,53.0,103.4,42.2,127.2,7.17,6.53,1,1,2.2
Maize,2024,Kharif,779.4,30.1,63.0,240.5,35.4,247.5,6.58,415.66,0,0,3.96
Soybean,2023,Kharif,694.1,30.9,68.5,140.8,56.4,171.4,6.45,347.34,1,1,3.52
Sugarcane,2019,Summer,975.7,29.9,83.7,188.7,51.4,299.8,6.87,293.29,1,1,64.82
Sugarcane,2018,Summer,993.2,28.9,72.2,300.0,68.0,263.6,6.91,229.71,0,1,64.43
Maize,2016,Kharif,731.0,24.1,75.1,242.0,51.8,176.2,7.11,13.1,0,1,4.16
Maize,2015,Kharif,518.7,25.7,56.1,181.8,47.7,228.8,6.09,321.61,0,1,3.31
Rice,2020,Kharif,1500.0,31.8,90.0,225.5,54.2,220.6,7.15,170.48,0,1,3.81
Cotton,2020,Kharif,807.1,25.9,44.0,193.5,46.1,244.9,7.17,454.41,1,1,2.46
Soybean,2019,Kharif,820.9,27.6,64.8,117.7,58.9,196.7,6.16,165.46,0,0,2.62
Soybean,2023,Kharif,773.2,27.0,63.1,144.1,25.9,116.2,6.54,243.13,1,1,2.89
Sugarcane,2020,Summer,1046.5,32.7,71.3,283.2,68.3,231.2,6.81,384.43,0,0,66.21
Wheat,2018,Rabi,612.2,22.3,59.9,253.4,44.3,234.5,6.66,72.28,1,1,4.29
Soybean,2017,Kharif,754.4,26.0,69.7,164.5,50.0,221.7,6.71,35.36,0,1,3.72
Turmeric,2022,Kharif,926.6,29.3,81.6,162.9,39.5,287.0,6.04,438.79,1,1,9.49
Wheat,2024,Rabi,599.5,24.2,54.6,228.6,49.6,243.3,7.36,193.68,0,1,3.89
Cotton,2022,Kharif,742.3,25.7,50.6,154.2,27.8,204.6,6.98,161.02,0,1,1.44
Soybean,2015,Kharif,837.5,27.1,59.6,122.6,49.2,190.8,6.78,163.1,1,1,3.5
Wheat,2021,Rabi,659.4,22.5,44.3,256.4,53.0,214.5,7.2,95.3,0,1,3.94
Turmeric,2020,Kharif,832.6,24.9,79.5,191.1,58.2,260.9,6.89,196.35,0,0,6.11
Rice,2023,Kharif,1143.1,24.2,74.2,241.2,48.9,220.1,6.49,91.46,0,1,3.65
Turmeric,2015,Kharif,909.2,25.5,61.4,158.8,48.5,208.7,6.54,54.38,1,0,6.78
Turmeric,2024,Kharif,811.0,27.1,66.9,224.9,44.4,241.2,6.23,350.01,1,1,9.63
Sugarcane,2021,Summer,1149.8,34.1,65.3,264.4,64.7,379.2,6.84,477.03,0,1,76.24
Soybean,2024,Kharif,782.7,26.2,61.7,125.9,60.2,152.3,7.22,166.43,1,0,3.07
Wheat,2023,Rabi,569.2,22.2,44.9,160.6,53.4,237.1,6.72,242.33,1,1,3.59
Maize,2024,Kharif,763.7,28.2,60.8,214.0,45.1,261.3,6.91,291.84,0,1,5.6
Cotton,2021,Kharif,820.4,28.9,61.6,178.3,55.2,235.1,7.32,81.91,0,0,2.09
Soybean,2024,Kharif,720.7,29.2,66.9,97.1,50.1,162.7,7.33,67.21,0,1,2.31
Wheat,2016,Rabi,440.5,22.9,73.4,280.6,61.2,206.3,6.61,367.2,1,1,3.32
Cotton,2023,Kharif,790.5,26.1,56.6,163.5,41.7,245.3,7.46,461.76,1,1,2.82
Wheat,2019,Rabi,484.3,22.8,62.1,271.3,53.3,197.4,7.25,249.23,1,0,3.73
Rice,2022,Kharif,1234.7,28.0,78.4,190.2,43.2,211.8,6.66,26.66,1,1,4.48
Soybean,2016,Kharif,795.6,22.8,51.9,113.1,49.7,218.3,6.51,400.12,1,1,2.45
Wheat,2019,Rabi,614.6,20.5,56.0,196.2,54.4,177.1,7.9,462.07,1,1,3.71
Soybean,2020,Kharif,802.2,25.2,56.2,139.0,54.2,192.5,6.65,467.38,0,1,3.17
Soybean,2018,Kharif,728.7,29.1,61.4,108.0,72.1,166.5,6.83,432.27,1,1,3.14
Wheat,2021,Rabi,491.6,21.9,54.6,219.2,62.7,260.1,6.73,493.06,1,1,4.58
Sugarcane,2017,Summer,1082.4,29.9,85.8,253.1,72.3,328.7,7.78,187.45,1,1,86.41
Wheat,2019,Rabi,575.9,21.0,61.2,217.6,57.7,216.8,6.74,408.68,0,1,3.37
Cotton,2023,Kharif,745.2,25.1,54.9,167.7,30.6,235.9,7.38,16.66,0,1,1.71
Rice,2019,Kharif,1239.3,27.5,80.8,129.3,36.5,309.9,6.91,97.11,1,1,3.31
Soybean,2023,Kharif,726.9,27.5,54.4,109.9,42.6,193.0,6.93,397.08,1,1,3.2
Rice,2024,Kharif,1490.4,28.8,77.7,238.0,60.2,272.4,6.35,381.12,0,1,5.81
Rice,2022,Kharif,1020.6,29.7,78.3,129.0,46.3,257.7,6.06,443.69,0,0,2.82
Sugarcane,2024,Summer,1243.8,28.9,85.6,232.6,46.7,305.9,7.06,251.37,0,1,58.61
Soybean,2023,Kharif,833.9,25.9,66.1,121.7,50.8,189.1,6.95,249.2,1,1,3.07
Maize,2022,Kharif,693.1,26.2,53.7,178.6,45.2,176.4,6.91,155.58,0,0,3.49
Wheat,2017,Rabi,478.6,21.7,40.9,274.0,69.1,210.5,7.52,303.98,1,1,4.44
Cotton,2023,Kharif,791.9,32.1,60.2,147.4,50.6,179.0,7.16,486.21,0,1,1.74
Cotton,2022,Kharif,885.0,27.0,65.5,158.3,36.9,241.1,7.46,248.77,0,0,1.95
Soybean,2022,Kharif,760.9,24.9,71.3,80.0,56.2,207.0,6.98,8.67,0,1,2.87
Wheat,2019,Rabi,566.0,22.6,45.8,181.8,55.8,173.8,7.61,143.26,0,1,2.66
Cotton,2019,Kharif,768.8,27.2,65.1,200.4,27.0,178.4,7.0,479.55,1,1,2.35
Soybean,2018,Kharif,815.8,24.2,62.8,173.9,65.1,202.8,6.3,158.51,1,1,4.13
Wheat,2023,Rabi,626.6,20.5,61.1,235.1,45.7,185.8,7.45,320.6,0,1,3.37
Cotton,2016,Kharif,736.8,28.6,66.6,187.3,42.6,200.7,6.7,3.1,0,0,1.74
Wheat,2015,Rabi,550.0,21.7,61.8,237.7,31.5,194.1,7.38,284.36,0,1,2.85
Cotton,2023,Kharif,752.7,24.2,60.4,217.5,31.3,255.0,7.96,410.71,0,1,1.73
Turmeric,2017,Kharif,896.3,31.7,68.6,191.2,57.7,305.5,6.96,146.0,1,0,8.6
Wheat,2016,Rabi,487.2,22.1,53.0,176.3,53.2,130.5,7.04,289.92,0,0,2.28
Maize,2020,Kharif,708.9,28.1,62.0,195.7,42.6,208.9,6.31,90.26,0,0,3.96
Rice,2017,Kharif,1249.8,29.9,72.2,208.1,48.5,226.4,7.43,99.58,1,0,3.52
Sugarcane,2020,Summer,1185.1,34.3,72.8,294.4,34.8,401.3,6.86,144.68,1,1,74.73
Rice,2023,Kharif,1139.8,29.5,79.4,188.8,48.0,222.3,5.68,214.64,0,1,3.86
Soybean,2020,Kharif,831.4,25.9,58.5,143.8,35.1,193.9,7.17,378.5,1,0,3.04
Rice,2017,Kharif,1058.3,31.3,87.5,133.1,48.6,254.7,6.9,322.61,0,1,3.48
Soybean,2022,Kharif,821.6,27.8,62.8,138.2,51.2,179.1,6.37,499.34,1,0,3.19
Wheat,2021,Rabi,545.9,22.3,58.6,233.9,75.3,215.9,7.85,419.35,0,1,3.92
Wheat,2016,Rabi,458.6,22.6,66.5,156.3,67.8,221.4,6.94,123.89,1,0,2.94
Cotton,2016,Kharif,835.8,28.4,59.6,228.5,20.2,263.4,7.31,433.03,1,1,2.92
Sugarcane,2018,Summer,1096.6,32.8,82.7,300.0,49.1,238.0,7.13,82.53,1,1,84.08
Wheat,2021,Rabi,595.5,22.5,61.9,206.6,79.1,233.3,7.83,107.3,1,0,3.98
Turmeric,2022,Kharif,683.6,26.1,62.2,179.8,58.4,233.8,6.94,118.2,0,0,5.35
Wheat,2017,Rabi,480.6,19.7,49.8,200.8,68.2,174.7,8.0,292.06,1,1,2.98
Cotton,2018,Kharif,736.3,27.9,62.5,164.6,32.2,229.7,7.04,238.63,1,1,2.53
Soybean,2020,Kharif,710.7,26.5,60.3,113.9,52.4,142.1,6.22,277.3,0,1,2.28
Soybean,2019,Kharif,770.8,24.4,63.7,158.5,45.1,100.0,7.39,226.58,1,1,2.92
Soybean,2024,Kharif,764.1,27.9,57.9,151.7,53.6,100.0,6.68,297.8,1,1,3.51
Cotton,2021,Kharif,731.9,30.4,44.0,215.2,50.9,220.7,6.27,421.53,1,1,2.26
Wheat,2023,Rabi,485.6,22.4,30.0,205.1,32.7,254.9,7.66,109.13,1,1,2.81
Sugarcane,2019,Summer,1083.9,32.5,82.7,300.0,80.0,279.1,6.66,217.26,1,1,108.85
Soybean,2019,Kharif,736.6,28.7,55.1,152.7,60.3,146.1,7.13,240.03,1,1,3.12
Soybean,2020,Kharif,701.1,25.9,61.8,107.6,57.4,181.2,7.27,249.39,1,0,2.83
Wheat,2019,Rabi,583.6,22.4,58.1,259.6,46.2,217.6,7.63,291.97,1,1,3.91
Wheat,2019,Rabi,458.5,24.0,49.8,245.5,66.1,176.8,7.2,276.7,0,1,3.67
Soybean,2022,Kharif,815.2,28.6,65.2,80.0,62.2,210.4,6.56,428.25,0,1,2.82
Cotton,2023,Kharif,682.7,29.0,56.6,132.6,54.3,226.8,6.89,197.73,1,0,2.52
Wheat,2019,Rabi,506.5,24.0,56.7,172.4,46.5,185.1,6.94,378.13,0,1,2.48
Sugarcane,2015,Summer,989.3,31.6,83.4,206.9,56.3,296.4,7.11,89.07,1,0,57.1
Cotton,2020,Kharif,933.5,27.3,63.8,182.3,52.0,259.3,7.86,229.64,0,1,2.32
Cotton,2024,Kharif,764.7,23.0,54.6,147.4,27.8,200.0,7.22,338.7,1,0,1.51
Wheat,2015,Rabi,550.3,25.0,61.3,244.0,55.8,183.6,7.38,5.48,0,1,3.68
Cotton,2020,Kharif,790.1,27.8,55.8,212.3,27.9,216.0,7.41,147.43,1,1,2.48
Maize,2015,Kharif,669.8,29.3,60.1,194.1,62.7,227.3,6.56,155.41,0,0,4.2
Sugarcane,2021,Summer,1151.4,30.4,77.2,268.0,63.8,309.2,6.5,285.3,0,1,78.23
Maize,2015,Kharif,836.1,28.5,77.8,147.4,37.5,219.6,6.49,51.6,0,1,3.42
Cotton,2023,Kharif,701.5,23.4,56.2,204.2,46.2,242.4,7.34,226.58,1,1,2.27
Soybean,2021,Kharif,783.1,23.5,76.2,108.5,47.5,252.2,6.46,405.99,0,0,2.0
Wheat,2022,Rabi,564.3,19.5,61.2,215.3,67.1,211.1,7.55,247.53,0,1,3.74
Cotton,2018,Kharif,819.8,27.3,63.5,180.6,28.8,203.7,7.49,478.8,0,0,1.87
Cotton,2018,Kharif,806.7,32.1,68.0,195.2,54.0,238.3,7.81,409.13,1,1,2.5
Wheat,2022,Rabi,541.3,19.7,58.7,177.1,63.2,135.6,6.91,236.44,0,1,2.76
Cotton,2024,Kharif,828.8,25.5,63.4,131.6,36.3,116.6,5.7,214.99,1,1,1.3
Cotton,2015,Kharif,790.5,24.8,53.5,156.3,44.1,256.8,6.55,89.88,1,1,2.43
Wheat,2015,Rabi,523.3,22.8,55.6,269.3,69.5,224.9,6.79,21.23,1,0,4.46
Sugarcane,2016,Summer,1196.3,28.1,83.1,265.5,44.8,331.4,7.08,376.67,0,0,49.53
Rice,2024,Kharif,1400.4,30.1,76.8,203.2,43.5,274.2,5.85,198.68,0,0,3.78
Wheat,2015,Rabi,519.1,23.4,49.6,250.4,62.3,112.8,7.01,94.98,0,1,2.94
Maize,2024,Kharif,666.1,28.8,71.9,210.4,43.0,196.2,6.8,64.4,0,1,4.79
Cotton,2021,Kharif,807.5,27.5,53.6,208.5,35.6,205.3,6.96,480.71,1,1,2.59
Maize,2015,Kharif,637.6,28.0,61.1,186.7,56.9,157.7,6.69,192.48,1,1,4.63
Cotton,2018,Kharif,880.7,29.3,60.8,223.9,33.1,265.2,6.74,372.35,0,1,2.54
Rice,2018,Kharif,1112.3,31.3,88.2,174.2,68.0,271.8,7.05,332.43,1,0,4.1
Cotton,2016,Kharif,846.1,26.2,55.6,188.6,40.5,231.9,6.48,39.37,0,0,2.06
Cotton,2019,Kharif,800.8,28.6,66.8,149.8,45.5,151.9,6.4,483.7,0,0,1.61
Maize,2022,Kharif,696.5,26.3,68.4,174.1,53.9,227.5,6.49,170.69,1,1,7.12
Sugarcane,2022,Summer,1003.7,29.8,82.5,300.0,57.3,307.6,7.13,438.08,1,1,94.52
Soybean,2016,Kharif,828.9,23.6,61.5,124.4,47.3,219.9,6.68,115.19,0,0,2.29
Maize,2019,Kharif,960.1,29.0,57.3,180.8,53.0,204.6,6.53,402.11,0,1,3.69
Rice,2021,Kharif,1384.6,29.0,74.3,157.7,49.9,166.3,7.03,433.24,0,1,3.19
Rice,2018,Kharif,1212.9,28.3,87.0,237.1,34.5,237.7,7.07,365.36,0,1,3.57
Turmeric,2020,Kharif,840.4,28.6,73.1,128.3,37.8,172.8,7.15,166.0,1,0,5.61
Rice,2020,Kharif,1214.7,29.1,78.5,203.7,37.3,195.6,6.49,175.6,0,0,3.63
Sugarcane,2020,Summer,914.5,33.6,67.9,280.6,66.2,248.7,7.14,132.76,0,1,69.5
Rice,2023,Kharif,1378.5,31.7,86.9,217.0,52.9,181.1,6.45,59.87,0,1,3.48
Cotton,2022,Kharif,828.0,25.2,61.2,148.4,48.3,239.0,7.05,111.26,1,1,2.55
Wheat,2023,Rabi,465.4,23.4,66.5,196.7,60.7,226.3,6.78,56.74,0,1,3.11
Soybean,2020,Kharif,714.3,29.6,57.2,119.6,52.0,220.2,7.31,418.31,1,1,2.82
Soybean,2024,Kharif,708.1,29.1,64.5,121.1,55.3,196.6,7.14,92.04,1,1,3.53
Cotton,2023,Kharif,860.2,26.4,55.8,201.8,45.6,264.0,7.07,272.19,0,1,2.69
Maize,2023,Kharif,697.8,29.6,56.8,218.0,48.0,166.1,6.74,352.69,0,0,4.38
Wheat,2018,Rabi,687.6,23.8,56.2,245.0,45.1,244.2,7.06,497.41,0,1,3.39
Sugarcane,2018,Summer,974.2,28.7,74.4,216.3,70.2,274.6,6.5,248.95,0,1,65.52
Maize,2019,Kharif,693.5,27.3,60.4,203.0,55.7,218.0,7.24,79.64,1,1,5.94
Wheat,2019,Rabi,549.0,24.8,43.5,213.2,68.6,201.6,7.16,111.09,0,1,3.54
Cotton,2024,Kharif,782.2,27.9,52.4,177.8,41.8,212.1,7.49,439.33,0,0,1.83
Maize,2020,Kharif,646.9,25.9,64.0,221.7,31.3,252.6,6.17,142.66,0,0,3.68
Turmeric,2021,Kharif,813.6,32.0,77.3,206.7,55.1,227.7,7.01,54.19,0,0,7.38
Wheat,2019,Rabi,475.8,22.1,56.1,181.4,41.4,226.3,7.19,339.7,1,1,3.74
Soybean,2021,Kharif,698.9,26.1,55.6,80.0,55.1,120.8,6.75,489.98,0,1,2.0
Cotton,2017,Kharif,831.0,26.0,49.9,137.9,44.2,246.3,6.98,78.29,0,1,2.23
Wheat,2021,Rabi,553.1,20.8,46.1,244.2,63.6,157.3,7.54,113.78,1,1,4.1
Cotton,2023,Kharif,774.6,28.5,56.6,171.1,49.2,266.4,6.44,112.04,0,1,2.59
Sugarcane,2015,Summer,922.0,31.7,80.4,260.5,74.4,282.0,6.85,161.19,0,1,84.5
Sugarcane,2017,Summer,1095.4,31.9,83.5,252.8,60.9,326.4,6.53,445.53,0,0,70.36
Cotton,2022,Kharif,834.7,29.3,65.2,171.7,55.3,281.3,7.03,369.13,1,1,3.12
